# timestamp_format: EPOCH_MILLIS
# Created at: Mon Mar  9 21:09:34 2026
 
received_at,protocol,source,msg_type,raw_data
1773086991669,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,9,15,7,340,49,29,77,7,28,24,15,181,35,26,76,301,37*72<0D><0A>"
1773086991669,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,9,3,73,107,20,31,90,264,38,21,23,68,48,20,29,356,50*4E<0D><0A>"
1773086991669,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,9,23,37,352,45*70<0D><0A>"
1773086991669,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,71.6,T,74.1,M,1.6,N,3.0,K,A*25<0D><0A>"
1773086991669,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,71.6,,,2.5,W*07<0D><0A>"
1773086991669,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,71.6,T,74.1,M,1.6,N,3.0,K*53<0D><0A>"
1773086991669,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773086991669,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,156.1,R,12.7,N,A*14<0D><0A>"
1773086991669,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,156.1,R,12.7,N,A*14<0D><0A>"
1773086992670,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,200952.66,A,4004.4383,N,01500.8461,E,1.5,72.1,090326,2.5,W*7C<0D><0A>"
1773086992670,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,200952.66,4004.4383,N,01500.8461,E,1,08,1.0,10.0,M,0.0,M,,*6B<0D><0A>"
1773086992670,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,20,13,14,15,17,12,22,5,,,,,1.8,0.7,2.3*0C<0D><0A>"
1773086992670,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,8,20,81,315,49,13,23,278,49,14,55,33,35,15,90,127,30*79<0D><0A>"
1773086992670,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,8,17,68,284,48,12,45,269,29,22,53,20,32,5,83,238,25*4A<0D><0A>"
1773086992670,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,72.1,T,74.6,M,1.5,N,2.8,K,A*2C<0D><0A>"
1773086992670,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,72.1,,,2.5,W*03<0D><0A>"
1773086992670,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,72.1,T,74.6,M,1.5,N,2.8,K*5A<0D><0A>"
1773086992670,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773086992670,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,140.7,R,13.7,N,A*14<0D><0A>"
1773086992670,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,140.7,R,13.7,N,A*14<0D><0A>"
1773086993671,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,200953.66,A,4004.4384,N,01500.8466,E,1.6,72.8,090326,2.5,W*77<0D><0A>"
1773086993671,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,200953.66,4004.4384,N,01500.8466,E,1,11,1.9,10.0,M,0.0,M,,*6B<0D><0A>"
1773086993671,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,12,31,7,1,17,21,15,9,28,8,5,,1.8,1.6,2.1*07<0D><0A>"
1773086993671,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,11,12,30,45,33,31,43,102,20,7,82,60,34,1,67,179,37*79<0D><0A>"
1773086993671,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,11,17,29,196,37,21,35,145,38,15,68,270,33,9,59,29,37*74<0D><0A>"
1773086993671,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,11,28,16,328,24,8,13,102,21,5,24,41,47*74<0D><0A>"
1773086993672,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,72.8,T,75.3,M,1.6,N,2.9,K,A*23<0D><0A>"
1773086993672,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,72.8,,,2.5,W*0A<0D><0A>"
1773086993672,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,72.8,T,75.3,M,1.6,N,2.9,K*55<0D><0A>"
1773086993672,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773086993672,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,161.9,R,12.4,N,A*1B<0D><0A>"
1773086993672,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,161.9,R,12.4,N,A*1B<0D><0A>"
1773086994671,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,200954.66,A,4004.4385,N,01500.8471,E,1.6,74.2,090326,2.5,W*7B<0D><0A>"
1773086994671,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,200954.66,4004.4385,N,01500.8471,E,1,10,1.1,10.0,M,0.0,M,,*62<0D><0A>"
1773086994672,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,11,28,25,7,27,18,32,8,9,5,,,2.4,1.6,1.2*33<0D><0A>"
1773086994672,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,10,11,20,228,40,28,23,189,49,25,7,177,40,7,32,270,36*71<0D><0A>"
1773086994672,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,10,27,20,108,20,18,59,256,40,32,48,288,33,8,83,130,32*4A<0D><0A>"
1773086994672,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,10,9,20,26,50,5,42,209,42*4C<0D><0A>"
1773086994672,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,74.2,T,76.7,M,1.6,N,3.0,K,A*20<0D><0A>"
1773086994672,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,74.2,,,2.5,W*06<0D><0A>"
1773086994672,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,74.2,T,76.7,M,1.6,N,3.0,K*56<0D><0A>"
1773086994672,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773086994672,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,139.4,R,9.9,N,A*2C<0D><0A>"
1773086994672,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,139.4,R,9.9,N,A*2C<0D><0A>"
1773086995674,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,200955.67,A,4004.4386,N,01500.8477,E,1.8,72.7,090326,2.5,W*73<0D><0A>"
1773086995674,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,200955.67,4004.4386,N,01500.8477,E,1,10,2.0,10.0,M,0.0,M,,*65<0D><0A>"
1773086995674,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,2,8,17,27,14,24,30,6,11,10,,,1.5,1.9,2.2*00<0D><0A>"
1773086995674,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,10,2,56,255,28,8,26,286,43,17,18,69,49,27,68,179,37*49<0D><0A>"
1773086995674,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,10,14,51,194,42,24,43,249,21,30,74,152,49,6,12,16,27*73<0D><0A>"
1773086995674,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,10,11,71,254,41,10,63,54,35*4B<0D><0A>"
1773086995674,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,72.7,T,75.2,M,1.8,N,3.4,K,A*2F<0D><0A>"
1773086995674,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,72.7,,,2.5,W*05<0D><0A>"
1773086995674,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,72.7,T,75.2,M,1.8,N,3.4,K*59<0D><0A>"
1773086995674,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773086995675,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,161.8,R,9.5,N,A*21<0D><0A>"
1773086995675,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,161.8,R,9.5,N,A*21<0D><0A>"
1773086996674,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,200956.67,A,4004.4388,N,01500.8483,E,1.7,71.6,090326,2.5,W*78<0D><0A>"
1773086996675,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,200956.67,4004.4388,N,01500.8483,E,1,12,0.9,10.0,M,0.0,M,,*6A<0D><0A>"
1773086996675,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,28,22,19,1,13,3,24,18,17,11,32,8,1.8,1.9,0.9*08<0D><0A>"
1773086996675,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,12,28,66,198,39,22,62,53,42,19,46,22,28,1,0,248,36*76<0D><0A>"
1773086996675,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,12,13,90,273,49,3,32,3,35,24,1,185,24,18,81,7,22*76<0D><0A>"
1773086996675,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,12,17,89,276,49,11,5,114,33,32,16,328,34,8,58,295,21*72<0D><0A>"
1773086996675,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,71.6,T,74.1,M,1.7,N,3.1,K,A*25<0D><0A>"
1773086996675,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,71.6,,,2.5,W*07<0D><0A>"
1773086996675,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,71.6,T,74.1,M,1.7,N,3.1,K*53<0D><0A>"
1773086996675,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773086996675,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,150.8,R,12.1,N,A*1D<0D><0A>"
1773086996675,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,150.8,R,12.1,N,A*1D<0D><0A>"
1773086997681,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,200957.67,A,4004.4389,N,01500.8489,E,1.5,71.6,090326,2.5,W*70<0D><0A>"
1773086997681,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,200957.67,4004.4389,N,01500.8489,E,1,10,1.5,10.0,M,0.0,M,,*6F<0D><0A>"
1773086997681,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,9,26,13,2,7,25,14,18,10,23,,,2.3,1.2,0.9*08<0D><0A>"
1773086997681,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,10,9,64,187,42,26,72,348,43,13,49,95,43,2,14,80,47*78<0D><0A>"
1773086997681,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,10,7,34,38,28,25,25,87,29,14,63,251,34,18,42,221,35*45<0D><0A>"
1773086997682,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,10,10,43,354,46,23,71,180,24*76<0D><0A>"
1773086997682,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,71.6,T,74.1,M,1.5,N,2.7,K,A*20<0D><0A>"
1773086997682,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,71.6,,,2.5,W*07<0D><0A>"
1773086997682,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,71.6,T,74.1,M,1.5,N,2.7,K*56<0D><0A>"
1773086997682,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773086997682,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,157.9,R,9.0,N,A*20<0D><0A>"
1773086997682,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,157.9,R,9.0,N,A*20<0D><0A>"
1773086998677,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,200958.67,A,4004.4391,N,01500.8494,E,1.4,71.1,090326,2.5,W*7C<0D><0A>"
1773086998677,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,200958.67,4004.4391,N,01500.8494,E,1,07,1.5,10.0,M,0.0,M,,*63<0D><0A>"
1773086998677,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,8,19,26,13,20,9,3,,,,,,1.7,1.8,2.1*00<0D><0A>"
1773086998677,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,7,8,23,234,31,19,32,358,23,26,19,116,49,13,19,280,25*75<0D><0A>"
1773086998677,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,7,20,18,273,38,9,86,29,36,3,24,133,45*44<0D><0A>"
1773086998677,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,71.1,T,73.6,M,1.4,N,2.6,K,A*27<0D><0A>"
1773086998677,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,71.1,,,2.5,W*00<0D><0A>"
1773086998677,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,71.1,T,73.6,M,1.4,N,2.6,K*51<0D><0A>"
1773086998678,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773086998678,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,153.6,R,10.4,N,A*17<0D><0A>"
1773086998678,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,153.6,R,10.4,N,A*17<0D><0A>"
1773086999678,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,200959.67,A,4004.4392,N,01500.8499,E,1.6,70.9,090326,2.5,W*78<0D><0A>"
1773086999679,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,200959.67,4004.4392,N,01500.8499,E,1,11,1.7,10.0,M,0.0,M,,*69<0D><0A>"
1773086999679,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,14,18,6,25,21,28,31,2,23,16,30,,2.3,1.7,2.1*37<0D><0A>"
1773086999679,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,11,14,79,222,44,18,65,273,42,6,63,224,46,25,11,215,41*49<0D><0A>"
1773086999679,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,11,21,30,331,34,28,0,148,34,31,54,105,28,2,44,221,28*7A<0D><0A>"
1773086999679,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,11,23,40,164,27,16,53,109,43,30,76,255,21*47<0D><0A>"
1773086999679,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,70.9,T,73.4,M,1.6,N,3.0,K,A*29<0D><0A>"
1773086999679,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,70.9,,,2.5,W*09<0D><0A>"
1773086999679,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,70.9,T,73.4,M,1.6,N,3.0,K*5F<0D><0A>"
1773086999679,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773086999679,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,174.4,R,10.3,N,A*17<0D><0A>"
1773086999679,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,174.4,R,10.3,N,A*17<0D><0A>"
1773087000680,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201000.67,A,4004.4393,N,01500.8504,E,1.6,71.3,090326,2.5,W*73<0D><0A>"
1773087000680,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201000.67,4004.4393,N,01500.8504,E,1,08,1.9,10.0,M,0.0,M,,*6F<0D><0A>"
1773087000680,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,22,14,12,23,32,16,2,26,,,,,1.6,1.7,1.8*0D<0D><0A>"
1773087000680,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,8,22,6,60,38,14,41,344,40,12,66,165,36,23,23,200,38*43<0D><0A>"
1773087000680,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,8,32,8,317,25,16,54,311,26,2,81,303,40,26,27,337,23*43<0D><0A>"
1773087000680,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,71.3,T,73.8,M,1.6,N,3.0,K,A*2E<0D><0A>"
1773087000680,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,71.3,,,2.5,W*02<0D><0A>"
1773087000680,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,71.3,T,73.8,M,1.6,N,3.0,K*58<0D><0A>"
1773087000680,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087000680,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,178.8,R,12.5,N,A*13<0D><0A>"
1773087000680,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,178.8,R,12.5,N,A*13<0D><0A>"
1773087001681,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201001.67,A,4004.4395,N,01500.8510,E,1.6,73.2,090326,2.5,W*72<0D><0A>"
1773087001681,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201001.67,4004.4395,N,01500.8510,E,1,12,1.5,10.0,M,0.0,M,,*6A<0D><0A>"
1773087001681,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,18,5,13,6,24,30,27,23,28,2,14,16,1.9,1.5,2.5*0A<0D><0A>"
1773087001681,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,12,18,20,209,23,5,43,205,36,13,3,355,39,6,52,334,42*42<0D><0A>"
1773087001681,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,12,24,52,221,46,30,64,204,40,27,38,163,44,23,68,260,20*79<0D><0A>"
1773087001681,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,12,28,44,12,24,2,82,65,35,14,72,26,31,16,34,90,36*42<0D><0A>"
1773087001681,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,73.2,T,75.7,M,1.6,N,3.0,K,A*24<0D><0A>"
1773087001681,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,73.2,,,2.5,W*01<0D><0A>"
1773087001681,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,73.2,T,75.7,M,1.6,N,3.0,K*52<0D><0A>"
1773087001682,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087001682,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,174.9,R,12.4,N,A*1F<0D><0A>"
1773087001682,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,174.9,R,12.4,N,A*1F<0D><0A>"
1773087002682,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201002.67,A,4004.4396,N,01500.8516,E,1.6,74.9,090326,2.5,W*78<0D><0A>"
1773087002682,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201002.67,4004.4396,N,01500.8516,E,1,07,1.9,10.0,M,0.0,M,,*64<0D><0A>"
1773087002682,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,22,4,8,30,1,20,25,,,,,,1.5,0.8,1.2*06<0D><0A>"
1773087002682,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,7,22,71,31,38,4,33,309,47,8,61,146,47,30,84,120,26*78<0D><0A>"
1773087002683,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,7,1,66,234,44,20,77,63,49,25,47,177,49*78<0D><0A>"
1773087002683,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,74.9,T,77.4,M,1.6,N,3.0,K,A*29<0D><0A>"
1773087002683,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,74.9,,,2.5,W*0D<0D><0A>"
1773087002683,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,74.9,T,77.4,M,1.6,N,3.0,K*5F<0D><0A>"
1773087002683,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087002683,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,132.6,R,10.1,N,A*15<0D><0A>"
1773087002683,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,132.6,R,10.1,N,A*15<0D><0A>"
1773087003684,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201003.68,A,4004.4397,N,01500.8521,E,1.4,75.9,090326,2.5,W*70<0D><0A>"
1773087003684,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201003.68,4004.4397,N,01500.8521,E,1,06,1.1,10.0,M,0.0,M,,*66<0D><0A>"
1773087003684,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,3,20,9,1,5,14,,,,,,,2.1,1.2,1.9*33<0D><0A>"
1773087003684,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,6,3,29,182,50,20,57,64,34,9,84,308,31,1,43,51,22*71<0D><0A>"
1773087003684,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,6,5,90,187,44,14,23,140,20*7E<0D><0A>"
1773087003684,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,75.9,T,78.4,M,1.4,N,2.6,K,A*22<0D><0A>"
1773087003684,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,75.9,,,2.5,W*0C<0D><0A>"
1773087003684,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,75.9,T,78.4,M,1.4,N,2.6,K*54<0D><0A>"
1773087003684,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087003684,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,133.6,R,9.5,N,A*28<0D><0A>"
1773087003684,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,133.6,R,9.5,N,A*28<0D><0A>"
1773087004685,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201004.68,A,4004.4398,N,01500.8526,E,1.4,74.2,090326,2.5,W*75<0D><0A>"
1773087004685,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201004.68,4004.4398,N,01500.8526,E,1,09,1.0,10.0,M,0.0,M,,*67<0D><0A>"
1773087004685,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,29,8,11,1,7,25,22,24,9,,,,2.4,1.0,1.2*3B<0D><0A>"
1773087004685,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,9,29,19,75,31,8,27,355,33,11,75,179,32,1,19,220,32*7B<0D><0A>"
1773087004685,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,9,7,82,173,39,25,17,89,49,22,58,39,24,24,26,124,25*7D<0D><0A>"
1773087004685,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,9,9,90,325,23*45<0D><0A>"
1773087004686,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,74.2,T,76.7,M,1.4,N,2.7,K,A*24<0D><0A>"
1773087004686,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,74.2,,,2.5,W*06<0D><0A>"
1773087004686,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,74.2,T,76.7,M,1.4,N,2.7,K*52<0D><0A>"
1773087004686,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087004686,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,157.7,R,8.9,N,A*26<0D><0A>"
1773087004686,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,157.7,R,8.9,N,A*26<0D><0A>"
1773087005686,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201005.68,A,4004.4399,N,01500.8531,E,1.6,73.5,090326,2.5,W*71<0D><0A>"
1773087005686,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201005.68,4004.4399,N,01500.8531,E,1,05,1.1,10.0,M,0.0,M,,*6C<0D><0A>"
1773087005686,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,1,13,2,9,6,,,,,,,,1.4,0.6,1.3*3D<0D><0A>"
1773087005687,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,5,1,14,317,35,13,14,120,34,2,68,25,22,9,89,239,39*4A<0D><0A>"
1773087005687,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,5,6,59,184,33*4B<0D><0A>"
1773087005687,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,73.5,T,76.0,M,1.6,N,2.9,K,A*2F<0D><0A>"
1773087005687,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,73.5,,,2.5,W*06<0D><0A>"
1773087005687,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,73.5,T,76.0,M,1.6,N,2.9,K*59<0D><0A>"
1773087005687,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087005687,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,173.5,R,8.9,N,A*22<0D><0A>"
1773087005687,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,173.5,R,8.9,N,A*22<0D><0A>"
1773087006688,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201006.68,A,4004.4401,N,01500.8537,E,1.7,74.6,090326,2.5,W*77<0D><0A>"
1773087006688,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201006.68,4004.4401,N,01500.8537,E,1,11,1.1,10.0,M,0.0,M,,*6A<0D><0A>"
1773087006688,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,17,8,31,3,21,28,23,30,11,20,24,,2.5,1.6,1.7*34<0D><0A>"
1773087006688,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,11,17,45,322,24,8,19,165,26,31,37,91,27,3,54,289,49*48<0D><0A>"
1773087006688,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,11,21,7,244,36,28,1,178,25,23,4,59,31,30,60,170,41*74<0D><0A>"
1773087006688,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,11,11,12,109,44,20,83,104,36,24,81,244,31*44<0D><0A>"
1773087006688,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,74.6,T,77.1,M,1.7,N,3.2,K,A*20<0D><0A>"
1773087006688,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,74.6,,,2.5,W*02<0D><0A>"
1773087006688,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,74.6,T,77.1,M,1.7,N,3.2,K*56<0D><0A>"
1773087006689,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087006689,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,164.4,R,11.6,N,A*12<0D><0A>"
1773087006689,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,164.4,R,11.6,N,A*12<0D><0A>"
1773087007688,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201007.68,A,4004.4402,N,01500.8543,E,1.8,74.6,090326,2.5,W*79<0D><0A>"
1773087007688,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201007.68,4004.4402,N,01500.8543,E,1,08,1.3,10.0,M,0.0,M,,*61<0D><0A>"
1773087007688,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,3,18,14,28,21,4,23,20,,,,,2.2,1.4,2.5*31<0D><0A>"
1773087007689,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,8,3,30,284,34,18,41,325,26,14,64,312,37,28,37,304,48*71<0D><0A>"
1773087007689,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,8,21,84,183,35,4,74,109,43,23,27,201,30,20,25,28,42*47<0D><0A>"
1773087007689,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,74.6,T,77.1,M,1.8,N,3.4,K,A*29<0D><0A>"
1773087007689,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,74.6,,,2.5,W*02<0D><0A>"
